id,speaker,scene,primary_emotion,secondary_emotion,polarity,introspection,temper,attitude,sensitivity,words
1,KARL,1,serenity,acceptance,0.171,,0.288,0.053,,15
2,KARL,1,,,,,,,,4
4,KARL,1,contentment,acceptance,0.39,0.457,0.695,0.136,,23
5,KARL,1,,loathing,0.158,-0.847,,-0.207,0.942,14
7,KARL,1,ecstasy,delight,0.386,0.329,0.628,0.509,0.572,126
9,KARL,1,,,,,,,,10
11,KARL,1,,,,,,,,2
13,KARL,1,,delight,0.75,0.951,0.479,0.673,0.96,9
16,KARL,1,,,,,,,,2
18,KARL,1,,,,,,,,2
20,KARL,1,,,,,,,,9
22,KARL,1,enthusiasm,,0.914,,,,0.914,6
24,KARL,1,calmness,,0.465,,0.465,,,5
26,KARL,1,,,,,,,,2
29,KARL,1,,,,,,,,2
31,KARL,1,dislike,,-0.228,,,-0.228,,4
33,KARL,1,pleasantness,,0.659,,,0.659,,7
35,KARL,1,ecstasy,calmness,0.755,0.991,0.376,,0.899,9
37,KARL,1,enthusiasm,,0.895,,,,0.895,7
39,KARL,1,ecstasy,calmness,0.671,0.826,0.376,,,6
41,KARL,1,grief,loathing,-0.395,-0.883,0.465,-0.46,-0.726,22
43,KARL,1,,,,,,,,2
45,KARL,1,,,0.621,0.574,,0.4,0.891,26
47,KARL,1,,,,,,,,14
50,KARL,1,,,,,,,,8
52,KARL,1,,,,,,,,2
55,KARL,1,,,0.194,,,-0.504,0.891,15
59,KARL,1,ecstasy,bliss,0.396,0.95,0.727,0.086,-0.866,29
61,KARL,1,enthusiasm,,0.893,,,,0.893,11
63,KARL,1,enthusiasm,delight,0.891,,,0.808,0.973,5
67,KARL,1,ecstasy,delight,0.572,0.927,,0.398,0.294,25
70,KARL,1,,delight,0.727,0.766,,0.713,,10
72,KARL,1,delight,enthusiasm,0.869,,,0.914,0.825,21
74,KARL,1,,,-0.335,,-0.228,,-0.441,14
78,KARL,1,,,,,,,,4
80,KARL,1,enthusiasm,,0.531,,,0.339,0.515,9
82,KARL,1,,,,,,,,5
84,KARL,1,,,-0.077,-0.128,,-0.027,,12
86,KARL,1,,,,,,,,2
88,KARL,1,,,,,,,,5
90,KARL,1,sadness,anger,-0.659,-0.66,-0.66,-0.659,-0.659,9
92,KARL,1,,loathing,0.131,,0.632,-0.079,-0.98,16
94,KARL,1,,,-0.081,-0.121,,-0.04,,16
96,KARL,1,fear,,0.13,0.256,0.58,0.114,0.143,70
98,KARL,1,ecstasy,delight,0.62,0.69,0.781,0.537,0.665,107
100,KARL,1,,,0.035,0.31,-0.833,0.115,-0.353,31
102,KARL,1,ecstasy,delight,0.361,0.913,0.745,0.378,0.091,81
104,KARL,1,,pleasantness,0.198,,0.655,0.064,0.258,14
106,KARL,1,enthusiasm,,0.957,,,,0.957,9
108,KARL,1,,,,,,,,4
110,KARL,1,ecstasy,,0.659,0.787,0.482,0.702,0.576,40
113,KARL,1,enthusiasm,,0.393,-0.023,0.297,0.057,0.874,28
115,KARL,1,,,0.309,0.92,,0.004,,9
117,KARL,1,enthusiasm,,0.891,,,,0.891,5
119,KARL,1,serenity,acceptance,0.176,,0.265,0.087,,22
121,KARL,1,,,0.581,,0.558,0.25,0.957,16
123,KARL,1,,loathing,0.121,-0.902,0.896,-0.206,,12
124,KARL,1,acceptance,,0.238,,,0.238,,8
126,KARL,1,enthusiasm,delight,0.644,0.974,0.221,0.46,0.909,24
128,KARL,1,,,0.247,,,,0.247,26
130,KARL,1,ecstasy,delight,0.699,0.886,0.217,0.558,,21
132,KARL,1,,pleasantness,0.33,,0.252,0.077,0.886,19
134,KARL,1,,,0.487,,0.285,0.408,0.849,16
136,KARL,1,,,-0.072,-0.047,,-0.046,,16
138,KARL,1,enthusiasm,delight,0.278,-0.849,0.148,0.312,0.447,46
140,KARL,1,,delight,0.237,0.431,,0.248,,16
142,KARL,1,,acceptance,0.37,0.323,0.235,0.117,0.957,38
144,KARL,1,anxiety,,-0.234,,,,-0.234,3
146,KARL,1,serenity,acceptance,0.225,0.249,0.155,0.19,0.803,54
156,KARL,1,,,,,,,,15
158,KARL,1,ecstasy,,0.762,0.985,0.376,0.702,,9
160,KARL,1,ecstasy,delight,0.286,0.558,0.099,0.449,,109
162,KARL,1,ecstasy,calmness,0.683,0.991,0.376,,,4
164,KARL,1,ecstasy,delight,0.702,0.935,0.274,0.569,0.688,38
166,KARL,1,,,,,,,,6
170,KARL,1,grief,loathing,-0.401,-0.24,,-0.406,-0.868,25
172,KARL,1,ecstasy,delight,0.226,0.379,-0.324,0.407,0.051,37
180,KARL,1,,,0.434,0.876,0.483,0.103,0.329,38
185,KARL,1,acceptance,,0.329,,,0.329,,7
187,KARL,1,enthusiasm,,0.995,,,,0.995,9
189,KARL,1,grief,loathing,0.036,-0.159,0.285,-0.175,0.891,19
191,KARL,1,,,,,,,,11
193,KARL,1,ecstasy,,0.366,0.463,0.285,0.43,,15
195,KARL,1,,bliss,-0.255,0.876,-0.277,,,8
197,KARL,1,,,,,,,,4
199,KARL,1,grief,loathing,-0.827,-0.923,,-0.731,,6
201,KARL,1,ecstasy,calmness,0.683,0.991,0.376,,,8
203,KARL,1,,bliss,0.556,0.523,0.589,0.393,0.893,30
205,KARL,1,,,,,,,,5
216,KARL,1,enthusiasm,,0.895,,,,0.895,10
218,KARL,1,fear,,-0.441,,,,-0.441,4
222,KARL,1,,,,,,,,4
223,KARL,1,,,,,,,,4
225,KARL,1,,,,,,,,3
226,KARL,1,,,,,,,,15
238,KARL,1,enthusiasm,,0.891,,,,0.891,15
241,KARL,1,,,,,,,,6
243,KARL,1,,,,,,,,2
256,KARL,1,,,,,,,,4
265,KARL,1,,disgust,-0.16,-0.924,,-0.022,,13
271,KARL,1,serenity,,0.247,0.398,0.256,0.078,,13
273,KARL,1,grief,,-0.05,-0.315,-0.704,0.328,-0.192,22
275,KARL,1,dislike,delight,0.23,0.865,,0.21,,30
286,KARL,1,ecstasy,,0.487,0.934,0.745,0.272,,20
288,KARL,1,,loathing,-0.511,,,-0.473,-0.866,11
296,KARL,1,serenity,acceptance,0.183,,0.281,0.084,,10
302,KARL,1,,,0.258,,,,0.258,26
337,KARL,1,,,0.219,-0.436,-0.211,0.269,0.669,28
339,KARL,1,enthusiasm,,0.891,,,,0.891,18
363,KARL,1,,,0.024,0.093,-0.022,0.421,-0.792,12
366,KARL,1,dislike,,-0.233,,,-0.233,,4
371,KARL,1,,loathing,-0.131,-0.845,,-0.112,,7
378,KARL,1,,enthusiasm,0.217,0.238,,,0.796,24
382,KARL,1,,,0.755,,,0.659,0.851,19
384,KARL,1,pleasantness,,0.659,,,0.659,,14
386,KARL,1,,,,,,,,4
389,KARL,1,,,0.052,0.899,-0.282,0.084,0.741,10
391,KARL,1,delight,,0.862,,,0.862,,7
393,KARL,1,serenity,acceptance,0.422,0.317,0.371,0.081,0.874,74
395,KARL,1,ecstasy,calmness,0.787,0.991,0.376,,0.995,6
397,KARL,1,dislike,,-0.306,,,-0.306,,4
399,KARL,1,,acceptance,0.493,0.568,0.43,0.334,0.957,67
403,KARL,1,,,,,,,,5
405,KARL,1,serenity,acceptance,0.299,0.867,0.24,0.391,-0.292,16
407,KARL,1,,,,,,,,2
409,KARL,1,acceptance,,0.329,,,0.329,,6
411,KARL,1,ecstasy,bliss,0.828,0.927,0.745,0.715,,47
413,KARL,1,ecstasy,delight,0.845,0.989,,0.701,,11
415,KARL,1,,,0.052,-0.845,0.253,0.01,0.873,8
417,KARL,1,,,0.501,0.84,0.507,0.15,,9
419,KARL,1,ecstasy,enthusiasm,0.439,0.549,0.272,0.278,0.571,20
421,KARL,1,pleasantness,,0.659,,,0.659,,15
422,KARL,1,pleasantness,,0.659,,,0.659,,5
423,KARL,1,,,,,,,,4
425,KARL,1,,delight,0.535,0.894,0.467,0.499,,51
427,KARL,1,,bliss,0.889,0.85,0.717,,0.995,8
429,KARL,1,,,,,,,,2
431,KARL,1,,flip,0.332,,-0.231,,0.895,9
433,KARL,1,,,,,,,,4
435,KARL,1,grief,,-0.972,-0.972,,,,3
558,KARL,2,ecstasy,delight,0.854,0.901,,0.807,,12
560,KARL,2,,,,,,,,8
563,KARL,2,,,-0.008,-0.435,,,0.206,8
566,KARL,2,ecstasy,bliss,0.81,0.876,0.745,,,12
568,KARL,2,ecstasy,delight,0.254,0.323,0.494,0.27,-0.042,62
572,KARL,2,grief,loathing,-0.243,-0.121,0.339,-0.143,-0.887,49
574,KARL,2,,,0.059,0.029,0.479,-0.073,,23
578,KARL,2,serenity,acceptance,0.128,,0.241,0.015,,8
585,KARL,2,ecstasy,delight,0.738,0.771,,0.735,,24
587,KARL,2,enthusiasm,,0.895,,,,0.895,11
599,KARL,2,,delight,0.842,0.873,,0.713,0.891,8
604,KARL,2,joy,pleasantness,0.708,0.736,,0.679,,22
608,KARL,2,enthusiasm,delight,0.779,0.991,0.376,0.715,0.908,11
612,KARL,2,,acceptance,0.521,,0.183,0.112,0.895,20
614,KARL,2,responsiveness,,0.24,,,,0.24,15
616,KARL,2,serenity,,0.238,,0.238,,,6
660,KARL,2,,,,,,,,4
662,KARL,2,,delight,0.397,0.979,,0.362,,18
664,KARL,2,,calmness,0.82,0.991,0.376,,0.957,8
666,KARL,2,,,0.157,,,0.157,,18
668,KARL,2,,loathing,-0.28,-0.958,,-0.211,,7
670,KARL,2,,delight,0.428,0.979,0.106,0.68,,20
672,KARL,2,grief,loathing,-0.801,-0.858,,-0.745,,9
674,KARL,2,,acceptance,0.308,0.886,-0.016,0.151,0.806,53
676,KARL,2,ecstasy,,0.651,0.863,0.501,0.413,0.807,11
678,KARL,2,ecstasy,calmness,0.646,0.953,0.339,,,4
681,KARL,2,,loathing,0.338,,,0.181,0.03,17
683,KARL,2,responsiveness,,0.329,,,,0.329,7
685,KARL,2,contentment,serenity,0.157,0.284,0.031,,,14
687,KARL,2,,,-0.086,-0.322,0.031,-0.727,0.413,13
689,KARL,2,ecstasy,delight,0.841,0.979,,0.702,,6
691,KARL,2,,,,,,,,4
693,KARL,2,enthusiasm,acceptance,0.298,,0.033,0.382,0.419,34
695,KARL,2,,,0.3,-0.651,,0.659,0.891,16
697,KARL,2,,,,,,,,3
699,KARL,2,enthusiasm,acceptance,0.648,,0.161,0.028,0.925,13
701,KARL,2,grief,,-0.326,-0.884,0.632,-0.727,-0.726,23
704,KARL,2,ecstasy,bliss,0.821,0.912,0.73,,,7
706,KARL,2,,,0.282,0.077,0.376,,0.103,7
708,KARL,2,,terror,-0.283,-0.008,-0.911,,-0.82,9
710,KARL,2,enthusiasm,,0.959,,,,0.959,8
712,KARL,2,loathing,,-0.993,,,-0.993,,3
714,KARL,2,loathing,,-0.237,,,-0.852,0.993,11
716,KARL,2,ecstasy,bliss,0.278,0.548,0.408,0.025,0.17,103
719,KARL,2,,,0.548,,,,0.548,6
725,KARL,2,,delight,0.74,0.76,,0.783,,15
727,KARL,2,grief,terror,-0.787,-0.844,,,-0.731,15
729,KARL,2,enthusiasm,,0.534,0.578,-0.176,0.356,0.957,19
731,KARL,2,ecstasy,calmness,0.683,0.991,0.376,,,23
734,KARL,2,,,,,,,,6
736,KARL,2,ecstasy,enthusiasm,0.631,0.949,,0.408,0.779,33
738,KARL,2,,,0.035,-0.177,0.024,-0.362,0.287,25
740,KARL,2,ecstasy,,0.846,0.982,,0.725,0.695,13
742,KARL,2,bliss,delight,0.852,,0.884,0.82,,10
744,KARL,2,grief,,-0.341,-0.303,0.255,-0.021,-0.9,21
750,KARL,2,,,,,,,,3
754,KARL,2,,delight,-0.042,0.033,,0.664,,9
758,KARL,2,ecstasy,delight,0.841,0.979,,0.702,,7
759,KARL,2,pleasantness,eagerness,0.659,,,0.659,0.66,7
761,KARL,2,,,0.195,0.979,0.285,0.393,-0.441,20
776,KARL,2,,,,,,,,7
779,KARL,2,ecstasy,calmness,0.683,0.991,0.376,,,7
781,KARL,2,,,,,,,,4
783,KARL,2,,bliss,0.91,0.959,0.769,,0.957,21
785,KARL,2,grief,,-0.244,-0.313,-0.704,-0.676,,17
788,KARL,2,grief,terror,-0.898,-0.977,,,-0.82,5
790,KARL,2,grief,terror,-0.898,-0.977,,,-0.82,6
792,KARL,2,ecstasy,enthusiasm,0.848,0.888,,,0.807,9
797,KARL,2,ecstasy,delight,0.841,0.979,,0.702,,11
803,KARL,2,,,0.015,-0.001,0.285,0.393,,13
806,KARL,2,ecstasy,delight,0.818,0.838,,0.798,,19
808,KARL,2,,bliss,0.895,0.876,0.745,0.98,,8
1045,KARL,3,,,,,,,,7
1049,KARL,3,,,0.104,0.01,0.823,-0.278,0.682,26
1051,KARL,3,,,,,,,,6
1053,KARL,3,,,,,,,,3
1055,KARL,3,,,,,,,,8
1057,KARL,3,,,,,,,,6
1063,KARL,3,,acceptance,0.371,0.617,,0.343,0.252,16
1065,KARL,3,dislike,delight,0.16,0.87,,0.141,,15
1067,KARL,3,,,0.099,0.063,0.221,0.014,,10
1070,KARL,3,,delight,0.129,0.012,0.479,0.686,,26
1072,KARL,3,,,,,,,,4
1074,KARL,3,,,,,,,,4
1076,KARL,3,ecstasy,enthusiasm,0.84,0.885,,,0.794,13
1078,KARL,3,,,-0.494,-0.578,,,-0.41,4
1080,KARL,3,fear,,-0.441,,,,-0.441,12
1082,KARL,3,serenity,acceptance,0.122,,0.202,0.042,,4
1083,KARL,3,enthusiasm,,0.957,,,,0.957,6
3,HEINRICH,1,grief,loathing,-0.783,-0.872,,-0.695,,4
6,HEINRICH,1,,,0.415,0.991,0.279,0.112,,13
8,HEINRICH,1,,disgust,-0.16,-0.924,,-0.022,,6
10,HEINRICH,1,,,,,,,,4
12,HEINRICH,1,anxiety,,-0.172,,,,-0.172,5
14,HEINRICH,1,,,0.115,-0.334,,-0.277,0.957,16
51,HEINRICH,1,ecstasy,calmness,0.683,0.991,0.376,,,9
239,HEINRICH,1,,dislike,0.091,-0.185,,0.115,,16
380,HEINRICH,1,,acceptance,0.245,,0.298,0.176,,13
866,HEINRICH,3,,,,,,,,7
868,HEINRICH,3,ecstasy,delight,0.907,0.986,,0.829,,6
870,HEINRICH,3,,bliss,0.548,0.876,0.745,0.659,0.362,23
872,HEINRICH,3,,,,,,,,2
998,HEINRICH,3,enthusiasm,,0.842,,,,0.842,8
1000,HEINRICH,3,ecstasy,calmness,0.683,0.991,0.376,,,4
1002,HEINRICH,3,ecstasy,calmness,0.683,0.991,0.376,,,4
1004,HEINRICH,3,calmness,,0.632,,0.632,,,10
1006,HEINRICH,3,,bliss,0.885,0.876,0.745,,0.959,24
1010,HEINRICH,3,ecstasy,calmness,0.683,0.991,0.376,,,4
1012,HEINRICH,3,,acceptance,-0.144,-0.436,0.235,0.116,-0.172,27
1014,HEINRICH,3,,,,,,,,4
1016,HEINRICH,3,,,,,,,,4
1018,HEINRICH,3,,,-0.306,,,,-0.306,21
1020,HEINRICH,3,contentment,serenity,0.157,0.284,0.031,,,9
1022,HEINRICH,3,ecstasy,calmness,0.683,0.991,0.376,,,4
1024,HEINRICH,3,ecstasy,,0.92,0.92,,,,10
1040,HEINRICH,3,,,0.498,0.571,,0.426,,14
15,MIMI,1,,,0.794,0.93,,0.659,,13
17,MIMI,1,,acceptance,0.308,0.458,0.243,0.276,,14
19,MIMI,1,joy,pleasantness,0.252,0.295,0.202,0.454,,20
21,MIMI,1,joy,delight,0.289,0.276,,0.448,,42
23,MIMI,1,enthusiasm,,0.662,,0.279,0.445,0.944,15
25,MIMI,1,ecstasy,calmness,0.421,0.554,0.421,0.161,0.2,49
27,MIMI,1,enthusiasm,delight,0.701,0.719,,0.735,0.684,16
28,MIMI,1,,,,,,,,7
30,MIMI,1,ecstasy,,0.291,0.142,,0.149,0.305,70
32,MIMI,1,ecstasy,delight,0.485,0.498,0.632,0.436,,45
34,MIMI,1,,,0.014,0.66,0.285,0.025,-0.937,15
36,MIMI,1,ecstasy,calmness,0.691,0.989,0.376,0.631,,18
38,MIMI,1,enthusiasm,,0.517,0.017,0.615,0.153,0.926,101
40,MIMI,1,enthusiasm,,0.605,0.959,0.034,0.586,0.867,46
42,MIMI,1,pleasantness,,0.659,,,0.659,,13
44,MIMI,1,serenity,acceptance,0.184,,0.285,0.084,,19
46,MIMI,1,ecstasy,,0.93,0.93,,,,15
48,MIMI,1,,,,,,,,5
49,MIMI,1,,,-0.107,,,-0.416,0.201,7
309,MIMI,1,,acceptance,0.555,,0.285,0.084,0.927,11
311,MIMI,1,,,0.745,0.991,0.376,0.759,0.854,6
370,MIMI,1,,disgust,0.041,,,0.091,-0.567,9
383,MIMI,1,fear,disgust,-0.452,,,-0.361,-0.542,14
385,MIMI,1,ecstasy,delight,0.663,0.946,0.457,0.518,,26
387,MIMI,1,,,0.735,0.876,0.745,0.66,0.66,14
388,MIMI,1,,,0.698,0.994,0.499,0.399,0.899,13
390,MIMI,1,grief,terror,-0.787,-0.844,,,-0.731,7
392,MIMI,1,ecstasy,delight,0.774,0.895,,0.583,0.861,39
394,MIMI,1,terror,loathing,-0.802,,,-0.668,-0.937,9
396,MIMI,1,,delight,0.698,0.97,,0.641,0.873,29
398,MIMI,1,serenity,acceptance,0.456,0.926,0.229,0.295,0.842,33
401,MIMI,1,fear,,-0.66,,,,-0.66,7
925,MIMI,3,,loathing,-0.516,-0.869,,-0.605,-0.52,20
927,MIMI,3,ecstasy,calmness,0.683,0.991,0.376,,,2
928,MIMI,3,ecstasy,bliss,0.888,0.958,0.819,,,10
929,MIMI,3,ecstasy,bliss,0.623,0.923,0.819,-0.243,0.957,11
931,MIMI,3,ecstasy,loathing,0.403,0.936,0.587,-0.287,-0.98,24
933,MIMI,3,ecstasy,calmness,0.683,0.991,0.376,,,4
934,MIMI,3,,delight,0.802,0.602,,0.692,0.957,9
936,MIMI,3,ecstasy,,0.759,0.928,0.376,0.804,,13
937,MIMI,3,,delight,0.678,,0.465,0.808,0.973,11
938,MIMI,3,serenity,acceptance,0.119,,0.217,0.022,,8
939,MIMI,3,ecstasy,enthusiasm,0.845,0.939,,,0.75,8
941,MIMI,3,,,0.421,0.93,0.377,0.188,0.861,47
943,MIMI,3,,,0.187,0.249,,0.406,,12
945,MIMI,3,,,,,,,,9
947,MIMI,3,enthusiasm,,0.564,,0.486,0.238,0.641,27
949,MIMI,3,delight,,0.931,,,0.931,,12
950,MIMI,3,,,,,,,,4
952,MIMI,3,ecstasy,calmness,0.683,0.991,0.376,,,12
954,MIMI,3,serenity,pleasantness,0.345,,0.29,0.399,,7
956,MIMI,3,enthusiasm,,0.184,-0.139,0.053,0.238,0.302,31
958,MIMI,3,ecstasy,,0.265,0.369,0.376,0.054,,19
960,MIMI,3,grief,,0.01,-0.409,,-0.067,0.276,19
962,MIMI,3,,loathing,0.267,0.13,,0.137,0.502,44
964,MIMI,3,,,0.12,-0.936,,0.22,0.936,26
966,MIMI,3,,fear,-0.561,-0.448,,,-0.553,24
968,MIMI,3,,,0.222,0.118,-0.052,0.16,0.557,100
970,MIMI,3,grief,,-0.079,-0.379,,-0.086,0.392,62
972,MIMI,3,joy,loathing,0.251,0.296,0.269,-0.165,0.882,58
974,MIMI,3,ecstasy,enthusiasm,0.451,0.509,0.274,0.051,0.76,27
976,MIMI,3,,delight,0.897,0.926,,0.749,0.957,7
978,MIMI,3,joy,pleasantness,0.66,0.66,,0.66,,10
980,MIMI,3,ecstasy,delight,0.839,0.861,,0.817,,19
982,MIMI,3,,pleasantness,0.212,0.66,,0.212,,18
984,MIMI,3,,,0.671,0.826,0.376,0.66,,19
986,MIMI,3,ecstasy,delight,0.416,0.514,,0.687,,15
988,MIMI,3,ecstasy,calmness,0.683,0.991,0.376,,,2
990,MIMI,3,,,-0.199,-0.792,,-0.696,0.891,15
992,MIMI,3,ecstasy,,0.717,0.889,0.572,0.5,0.957,45
994,MIMI,3,enthusiasm,delight,0.86,,,0.799,0.92,38
996,MIMI,3,enthusiasm,delight,0.724,0.962,0.289,0.489,0.943,37
53,HERMAN,1,serenity,acceptance,0.42,,0.197,0.107,0.957,21
56,HERMAN,1,ecstasy,acceptance,0.269,0.507,0.378,-0.018,-0.172,60
58,HERMAN,1,,delight,0.129,-0.045,0.293,0.059,0.873,53
60,HERMAN,1,,,,,,,,4
65,HERMAN,1,grief,acceptance,0.157,-0.339,0.019,-0.009,0.891,62
69,HERMAN,1,,,,,,,,13
73,HERMAN,1,ecstasy,,0.432,0.95,0.285,0.39,0.241,42
75,HERMAN,1,,,-0.008,0.57,-0.083,0.369,-0.441,25
77,HERMAN,1,,acceptance,-0.047,-0.273,0.202,-0.172,0.227,24
281,HERMAN,1,ecstasy,,0.106,0.444,,0.251,0.029,32
282,HERMAN,1,grief,,-0.2,-0.346,0.745,-0.283,,18
284,HERMAN,1,ecstasy,delight,0.817,0.875,,0.759,,5
285,HERMAN,1,ecstasy,bliss,0.81,0.876,0.745,,,16
287,HERMAN,1,enthusiasm,,0.891,,,,0.891,11
289,HERMAN,1,,calmness,0.82,0.991,0.376,,0.957,10
291,HERMAN,1,ecstasy,bliss,0.776,0.879,0.673,,,7
293,HERMAN,1,,,0.576,0.991,0.379,0.084,0.957,11
295,HERMAN,1,serenity,acceptance,0.183,,0.281,0.084,,20
298,HERMAN,1,,,0.632,0.979,0.566,0.382,,14
300,HERMAN,1,,,0.467,0.831,0.281,0.378,,7
305,HERMAN,1,,,,,,,,8
307,HERMAN,1,,acceptance,0.105,-0.436,0.424,0.022,,21
336,HERMAN,1,ecstasy,calmness,0.683,0.991,0.376,,,9
342,HERMAN,1,ecstasy,delight,0.845,0.94,,0.75,,18
344,HERMAN,1,dislike,,-0.298,,,-0.298,,25
346,HERMAN,1,,,,,,,,6
348,HERMAN,1,ecstasy,delight,0.816,0.919,,0.712,,7
350,HERMAN,1,,delight,0.193,-0.077,0.436,0.152,0.927,34
353,HERMAN,1,,delight,0.866,0.979,,0.702,0.891,7
354,HERMAN,1,,,,,,,,2
357,HERMAN,1,,acceptance,0.054,-0.98,0.285,0.084,0.957,16
362,HERMAN,1,,,,,,,,13
364,HERMAN,1,grief,,0.063,-0.159,,0.045,0.082,17
368,HERMAN,1,calmness,,0.479,,0.479,,,6
375,HERMAN,1,ecstasy,,0.736,0.724,,0.401,0.957,11
763,HERMAN,2,ecstasy,bliss,0.746,0.857,0.722,0.66,0.66,15
765,HERMAN,2,ecstasy,delight,0.818,0.838,,0.798,,14
799,HERMAN,2,enthusiasm,acceptance,0.666,0.285,,0.134,0.895,27
801,HERMAN,2,joy,bliss,0.651,0.629,0.672,,,5
838,HERMAN,2,,,0.25,0.955,-0.143,0.44,,27
840,HERMAN,2,,acceptance,0.571,,0.285,0.084,0.957,21
842,HERMAN,2,ecstasy,,0.609,0.982,0.378,0.702,0.695,15
848,HERMAN,2,ecstasy,,0.763,0.815,0.506,,0.891,18
850,HERMAN,2,enthusiasm,loathing,0.151,-0.174,0.672,-0.695,0.263,19
852,HERMAN,2,,acceptance,0.537,,0.285,0.084,0.891,16
854,HERMAN,2,,,0.768,0.976,,0.717,0.66,5
856,HERMAN,2,enthusiasm,,0.957,,,,0.957,10
857,HERMAN,2,enthusiasm,,0.957,,,,0.957,7
859,HERMAN,2,,,,,,,,4
863,HERMAN,2,,,0.941,0.889,,0.992,,10
54,OLGA,1,,enthusiasm,0.896,0.958,,,0.834,16
57,OLGA,1,,,0.467,0.969,0.57,0.402,0.411,18
62,OLGA,1,,delight,0.859,0.886,,0.77,0.891,13
64,OLGA,1,ecstasy,delight,0.817,0.875,,0.759,,12
66,OLGA,1,,,0.236,0.01,0.376,,0.056,14
68,OLGA,1,,calmness,0.029,0.311,0.339,-0.228,,17
71,OLGA,1,annoyance,dislike,-0.188,,-0.251,-0.124,,4
76,OLGA,1,sadness,anger,-0.659,-0.66,-0.66,-0.659,-0.659,5
79,OLGA,1,dislike,loathing,-0.067,0.071,,-0.404,,13
81,OLGA,1,,loathing,-0.501,-0.858,,-0.504,-0.441,27
83,OLGA,1,ecstasy,delight,0.153,0.217,,0.138,0.904,75
85,OLGA,1,,,0.555,0.602,0.58,0.519,,16
87,OLGA,1,ecstasy,bliss,0.81,0.876,0.745,,,8
89,OLGA,1,sadness,,0.113,0.029,0.227,-0.271,-0.659,29
91,OLGA,1,,acceptance,0.578,0.918,0.459,0.084,,19
93,OLGA,1,,,0.369,0.881,0.39,0.237,0.668,34
95,OLGA,1,ecstasy,,0.803,0.902,,0.709,0.825,22
97,OLGA,1,,pleasantness,0.11,,0.58,0.051,,12
99,OLGA,1,sadness,fear,-0.423,-0.448,,,-0.399,8
101,OLGA,1,,flip,0.185,,0.176,0.201,,24
103,OLGA,1,ecstasy,delight,0.513,0.494,0.602,0.821,,18
105,OLGA,1,,,0.402,0.423,0.539,0.155,0.515,108
107,OLGA,1,,,0.749,0.793,,0.705,,16
109,OLGA,1,ecstasy,delight,0.627,0.804,0.371,0.469,,63
111,OLGA,1,,,,,,,,3
112,OLGA,1,,,,,,,,5
114,OLGA,1,responsiveness,,0.24,,,,0.24,12
116,OLGA,1,grief,loathing,-0.797,-0.904,,-0.691,,12
118,OLGA,1,,,,,,,,6
120,OLGA,1,,,,,,,,8
122,OLGA,1,,,,,,,,4
125,OLGA,1,,,-0.321,-0.923,-0.035,-0.351,,12
127,OLGA,1,,,0.559,0.941,0.308,0.303,0.914,30
129,OLGA,1,joy,delight,0.647,0.602,,0.692,,15
131,OLGA,1,,calmness,0.235,0.991,0.376,,-0.213,4
133,OLGA,1,loathing,,-0.877,,,-0.877,,9
135,OLGA,1,,,,,,,,2
137,OLGA,1,ecstasy,,0.751,0.944,0.376,,0.741,4
139,OLGA,1,,,,,,,,7
141,OLGA,1,grief,,-0.831,-0.877,,-0.771,-0.797,6
143,OLGA,1,,,,,,,,2
145,OLGA,1,,acceptance,0.347,,0.183,0.329,,23
148,OLGA,1,,,-0.026,0.26,,-0.66,0.148,15
150,OLGA,1,joy,delight,0.647,0.602,,0.692,,6
152,OLGA,1,,,,,,,,6
154,OLGA,1,disgust,,-0.659,,,-0.659,,26
168,OLGA,1,ecstasy,delight,0.587,0.731,,0.565,0.501,26
173,OLGA,1,,acceptance,-0.133,-0.98,0.285,-0.288,0.924,21
175,OLGA,1,,,,,,,,3
176,OLGA,1,grief,,-0.902,-0.902,,,,6
178,OLGA,1,,,,,,,,2
181,OLGA,1,,,0.77,,0.584,,0.957,10
183,OLGA,1,,,,,,,,3
207,OLGA,1,,,0.012,-0.867,0.452,-0.299,,10
209,OLGA,1,anger,,-0.603,,-0.603,,,4
211,OLGA,1,grief,loathing,-0.815,-0.852,,-0.777,,10
213,OLGA,1,,,-0.316,-0.92,-0.212,0.082,,9
215,OLGA,1,,,,,,,,2
220,OLGA,1,,,,,,,,3
221,OLGA,1,,,,,,,,4
228,OLGA,1,,,-0.748,-0.938,-0.66,-0.697,,12
230,OLGA,1,acceptance,,0.238,,,0.238,,6
232,OLGA,1,fear,,-0.66,,,,-0.66,6
236,OLGA,1,,flip,0.165,,-0.231,-0.001,0.891,32
245,OLGA,1,ecstasy,delight,0.575,0.895,,0.46,0.476,31
247,OLGA,1,enthusiasm,delight,0.792,,,0.711,0.873,12
249,OLGA,1,ecstasy,calmness,0.158,0.115,0.376,-0.749,0.886,17
251,OLGA,1,,,,,,,,4
253,OLGA,1,ecstasy,,0.293,0.478,0.427,0.063,,10
255,OLGA,1,,acceptance,0.152,-0.436,0.281,0.371,0.201,20
257,OLGA,1,,,0.13,0.005,0.253,-0.146,0.807,8
259,OLGA,1,,,0.855,0.965,,0.659,0.942,10
261,OLGA,1,ecstasy,delight,0.838,0.926,,0.749,,5
263,OLGA,1,,,0.482,,0.317,0.473,0.927,17
267,OLGA,1,ecstasy,delight,0.907,0.986,,0.829,,5
